run-id,timestamp,config-id,question-id,repeat,dataset,source,question-tags,status,clarification-rounds,terminal-clarification?,grounding-mode,answer-substring-hit?,recall-at-5,recall-at-10,recall-at-20,citation-recall,n-retrieved,n-cited,n-expected,retrieved-chunk-ids,cited-chunk-ids,expected-chunk-ids,elapsed-ms,prompt-tokens,completion-tokens,total-tokens,cached-tokens,llm-calls,steps-executed,response,error
f22aed49-bf4b-496b-9c76-6ba7d2909c1f,2026-05-24T22:06:42.389101Z,prompt-baseline,altinn-systemuser-api-opprett,0,public-docs,exploratory-rerank,"altinn-systemuser,simple,navigational",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,5,3,1,ab096de9a05a;34c66fb104a3;dc49902c052e;3d7560159a32;1be3faaa6601,34c66fb104a3;dc49902c052e;3d7560159a32,70a69fb50d45,24505,7541,512,8053,4992,3,3,"Du oppretter en **systembruker via Altinn system user API** ved å sende en **HTTP POST**-forespørsel til riktig endpoint, og deretter la sluttbrukeren godkjenne forespørselen via en `confirmUrl`. [1]

### For eget system
Hvis systemet ditt skal opptre på vegne av end-user-organisasjonen, bruker du denne metoden: [1]

- **Test (TT02):** `https://platform.tt02.altinn.no/authentication/api/v1/systemuser/request/vendor` [1]
- **Produksjon:** `https://platform.altinn.no/authentication/api/v1/systemuser/request/vendor` [1]

Du sender med en JSON-body som inneholder:
- `systemId`
- `partyOrgNo`
- `rights` og/eller `accessPackages`
- `redirectUrl` [1]

Eksempel: [1]
```json
{
  ""systemId"": ""991825827_smartcloud"",
  ""partyOrgNo"": ""314248295"",
  ""rights"": [
    {
      ""resource"": [
        {
      …",
c45a12fd-19b5-485b-b237-c31871e1ad06,2026-05-24T22:07:02.289397Z,prompt-baseline,altinn-systemuser-api-opprett,1,public-docs,exploratory-rerank,"altinn-systemuser,simple,navigational",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,11,4,1,9bc9b92a27cc;ccaa38f7f58e;16049c347d69;c61c1f46fe63;63528e131071;ad408ff1ae47;a79a59ed2586;ad001426b658;e6f7545a1adc;cb349d28b827;fffd1547fdeb,16049c347d69;c61c1f46fe63;ad408ff1ae47;e6f7545a1adc,70a69fb50d45,19900,7671,547,8218,4992,3,3,"Du oppretter en systembruker via **Altinn system user API** ved å la enten **sluttbrukeren** eller **leverandøren** initiere opprettelsen, avhengig av hvilken modell du bruker. Systembrukeren opprettes for å brukes i integrasjon mot Altinn eller andre offentlige tjenester. [2][4]

**Kort fortalt:**
1. **Velg opprettelsesmodell**  
   - **Brukerstyrt opprettelse**: sluttbrukeren logger inn i Altinn og velger systemet selv. [2][4]  
   - **Leverandørstyrt opprettelse**: sluttbrukersystem-leverandøren (SBSL) sender en forespørsel til Altinn om å opprette systembruker. Sluttbrukeren må deretter godkjenne forespørselen i Altinn. [1]

2. **Angi hvilke tilganger systembrukeren trenger**  
   Forespørselen må spesifisere hvilke tilganger systembrukeren skal ha. [1][2]

3. **Godkjenn opprettelsen i…",
56e2ba63-b658-433b-8914-e2d444e56032,2026-05-24T22:07:25.115398Z,prompt-baseline,altinn-systemuser-api-opprett,2,public-docs,exploratory-rerank,"altinn-systemuser,simple,navigational",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,5,3,1,ab096de9a05a;34c66fb104a3;dc49902c052e;3d7560159a32;1be3faaa6601,34c66fb104a3;dc49902c052e;3d7560159a32,70a69fb50d45,22825,7447,514,7961,4992,3,3,"Du oppretter en systembruker via Altinn system user API ved å sende en **HTTP POST**-forespørsel til riktig endpoint, og deretter la sluttbrukeren godkjenne forespørselen via `confirmUrl`-lenken du får tilbake. [1]

### For **eget system** (systemet handler på vegne av end-user-organisasjonen)
Bruk dette endpointet: [1]

- **Test (TT02):** `https://platform.tt02.altinn.no/authentication/api/v1/systemuser/request/vendor`
- **Produksjon:** `https://platform.altinn.no/authentication/api/v1/systemuser/request/vendor`

Send en JSON-body som inneholder:
- `systemId`
- `partyOrgNo`
- `rights` og/eller `accessPackages`
- `redirectUrl` [1]

Eksempel: [1]
```json
{
  ""systemId"": ""991825827_smartcloud"",
  ""partyOrgNo"": ""314248295"",
  ""rights"": [
    {
      ""resource"": [
        {
          ""id"": ""ur…",
0ccecf57-62fb-4130-8ee0-ca906a95c253,2026-05-24T22:07:47.157726Z,prompt-baseline,altinn-systemuser-accept-request,0,public-docs,exploratory-rerank,"altinn-systemuser,simple,navigational",complete,0,false,chunks+answer,true,1.0,1.0,1.0,0.0,10,5,1,c1e41c9b98c2;386a7efbc9c7;ffb35e69a2df;bbf82de07a2f;a45103715a17;0991d2695b2e;d4be96620198;1cac2d1c116d;92e285d662e5;034ec7c15f79,c1e41c9b98c2;ffb35e69a2df;0991d2695b2e;d4be96620198;034ec7c15f79,bbf82de07a2f,22041,7696,488,8184,4992,3,3,"En sluttbruker aksepterer en forespørsel om **system user / systemtilgang** i Altinn ved å åpne godkjenningslenken og godkjenne forespørselen i Altinn-portalen. For å kunne godkjenne må den innloggede brukeren ha rollen **Tilgangsstyrer** i valgt organisasjon, og også ha de forespurte fullmaktene. [1][3][4]

Hvis brukeren ikke har nødvendige fullmakter, kan forespørselen videresendes ved å trykke **Ja, send videre** til en bruker som har riktige fullmakter. [2][5]

Etter at forespørselen er godkjent eller avvist, blir sluttbrukeren logget ut, og hvis leverandøren har satt opp en verifisert videresending, sendes brukeren til leverandørens kvitteringsside. [1][3][4]",
6f98336a-063a-46e9-8d7e-260560abca5d,2026-05-24T22:08:10.657814Z,prompt-baseline,altinn-systemuser-accept-request,1,public-docs,exploratory-rerank,"altinn-systemuser,simple,navigational",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,9,5,1,dc49902c052e;ffb35e69a2df;0991d2695b2e;ab096de9a05a;34c66fb104a3;3d7560159a32;e6f7545a1adc;92e285d662e5;fffd1547fdeb,ffb35e69a2df;0991d2695b2e;34c66fb104a3;3d7560159a32;92e285d662e5,bbf82de07a2f,23499,7695,513,8208,4992,3,3,"En sluttbruker aksepterer en forespørsel om system user ved å åpne **confirmUrl**-lenken de har fått, og deretter godkjenne forespørselen i Altinn-portalen. Når forespørselen er godkjent, får den status **Accepted**. [3][4]

Hvis sluttbrukeren ikke har nødvendige rettigheter, kan de også **videresende** forespørselen ved å klikke **Ja, send videre** til en bruker som har riktige fullmakter. [1]

For å kunne godkjenne må den innloggede brukeren ha rollen **Tilgangsstyrer** i valgt organisasjon og også ha de forespurte rettighetene. [2][5]",
7ee90903-80b2-45b3-a30a-ef668d39c8c5,2026-05-24T22:08:30.493534Z,prompt-baseline,altinn-systemuser-accept-request,2,public-docs,exploratory-rerank,"altinn-systemuser,simple,navigational",complete,0,false,chunks+answer,true,1.0,1.0,1.0,0.0,8,6,1,0991d2695b2e;92e285d662e5;ffb35e69a2df;bbf82de07a2f;c1e41c9b98c2;d4be96620198;034ec7c15f79;34c66fb104a3,0991d2695b2e;92e285d662e5;ffb35e69a2df;c1e41c9b98c2;d4be96620198;034ec7c15f79,bbf82de07a2f,19835,7717,534,8251,4992,3,3,"En sluttbruker aksepterer en forespørsel om **system user / systemtilgang** ved å åpne godkjenningslenken i Altinn-portalen og godkjenne forespørselen der. [1][2]

Hvis brukeren som åpner lenken ikke har nødvendige fullmakter, kan vedkommende videresende forespørselen ved å trykke **Ja, send videre** til en bruker med riktige fullmakter. [3][6]

Etter at forespørselen er godkjent eller avvist, blir sluttbrukeren logget ut. Hvis leverandøren har satt opp en verifisert videresending, sendes brukeren til leverandørens kvitteringsside; ellers til Altinns utloggede side. [1][2][4][5]

Det finnes to nærliggende begreper i kildene: **systemtilgang** og **system user**. Spørsmålet ditt bruker den engelske termen *system user*, mens kildene beskriver dette som å godkjenne en forespørsel om å oppret…",
de35370c-f92e-4361-8a54-679d57dfbc17,2026-05-24T22:08:51.229859Z,prompt-baseline,altinn-systemuser-delegate-clients,0,public-docs,exploratory-rerank,"altinn-systemuser,simple,navigational",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,11,6,1,b85b21f0bf49;20b1f847a2ec;80391c7084ae;bc1792daed8b;12bbe5cf4a58;e6f7545a1adc;6f4a1ef342c8;3e008efb3230;c8d80100704c;fffd1547fdeb;887493c9defa,80391c7084ae;bc1792daed8b;12bbe5cf4a58;6f4a1ef342c8;3e008efb3230;c8d80100704c,434ca284c0bf,20735,7627,574,8201,4992,3,3,"For å delegere klienter til en **system user** i Altinn, må du først etablere en **client relationship** hvis den ikke allerede finnes. Dette gjelder når det ikke finnes en etablert klientrelasjon i Brønnøysundregistrene; det er klienten selv som gir autorisasjonen til organisasjonen som eier systemtilgangen. [1]

Slik gjør du det i Altinn-portalen: [5]

1. Logg inn som **Managing Director** eller **Client Administrator** for organisasjonen som skal legges til som klient. [5]  
2. Gå til **Users**. [5]  
3. Klikk **+ New user** for å etablere en klientrelasjon. [5]  
4. Skriv inn organisasjonsnummeret til organisasjonen du vil gi autorisasjon til. [5]  
5. Klikk **Add organization**. Da er relasjonen opprettet, men uten autorisasjoner ennå. [5]  
6. Klikk **Grant authorization +**. [5]  
7…",
99801068-0390-446f-9d24-50e9ea26a592,2026-05-24T22:09:09.691441Z,prompt-baseline,altinn-systemuser-delegate-clients,1,public-docs,exploratory-rerank,"altinn-systemuser,simple,navigational",complete,0,false,chunks+answer,true,1.0,1.0,1.0,1.0,7,3,1,434ca284c0bf;fe3c049029fc;cf2b84ff15ba;c480e7fbbbe4;c61c1f46fe63;16049c347d69;c4eb699bcb8a,434ca284c0bf;fe3c049029fc;cf2b84ff15ba,434ca284c0bf,18461,7527,453,7980,4992,3,3,"For å delegere **klienter** til en **system user** i Altinn, må du bruke **Klientdelegering** i Altinn-portalen. Dette gjelder når du har opprettet en **systembruker for klientforhold**; det gjelder ikke for en systembruker for eget system. Klient-virksomheten må også ha gitt fullmakt til din virksomhet dersom du skal utføre tjenester på vegne av en annen virksomhet. [1]

Slik gjør du det: [3]

1. Du må ha tilgang til Altinn som **Klientadministrator** eller **Daglig leder**. [3]  
2. Gå til oversikten over systemtilganger i Altinn-portalen. [3]  
3. Velg en eksisterende **systemtilgang for kunder**. [3]  
4. Trykk **+ Legg til kunder**. [3]  
5. Legg til klientene én og én ved å trykke **Legg til i systemtilgang**. [3]  
6. Trykk **Bekreft og lukk** når klientene er lagt til. [3]

Hvis du…",
caae03b6-00d7-4423-9ccc-fe951111012f,2026-05-24T22:09:28.134254Z,prompt-baseline,altinn-systemuser-delegate-clients,2,public-docs,exploratory-rerank,"altinn-systemuser,simple,navigational",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,10,6,1,b85b21f0bf49;80391c7084ae;bc1792daed8b;f33ae6ec350b;12bbe5cf4a58;e6f7545a1adc;6f4a1ef342c8;3e008efb3230;fffd1547fdeb;887493c9defa,b85b21f0bf49;80391c7084ae;12bbe5cf4a58;3e008efb3230;fffd1547fdeb;887493c9defa,434ca284c0bf,18442,7461,523,7984,4992,3,3,"For å delegere klienter til en **system user** i Altinn, må du først ha en **client relationship** på plass hvis den ikke allerede finnes [1][2].

Det finnes to relevante måter, avhengig av situasjonen:

1. **Hvis klientforholdet ikke finnes ennå:**  
   Klienten må først etablere forholdet ved å gi autorisasjon til organisasjonen som eier systemtilgangen [2].  
   I Altinn gjør du dette ved å:
   - logge inn som **Managing Director** eller ha tilgang som **Client Administrator** [4]
   - gå til **Users**
   - velge **+ New user**
   - legge inn organisasjonsnummeret til organisasjonen som skal få autorisasjon [4]
   - deretter velge **Grant authorization +** og gi ønsket **access package** [4]

   Når dette er gjort, er client relationship etablert og kan brukes videre for system access f…",
89229a6d-e7a5-4251-b094-a10eaeee2d21,2026-05-24T22:10:00.474292Z,prompt-baseline,altinn-authorization-accessgroups-knytning,0,public-docs,exploratory-rerank,"simple,navigational,altinn-authorization",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,6,0,1,21bc4314309a;08c657a6a448;ea879b816498;f59d8a478b7d;d25d5cd69901;3dc5f7a90912,,a438b1775bf0,32340,26213,1145,27358,20864,7,3,"Jeg har nå nok til å svare forsiktig og presist: dokumentasjonen jeg fant om registeret beskriver oppslag av organisasjoner og parter, men ikke en egen mekanisme for å knytte en organisasjon til en tilgangsgruppe. Jeg svarer derfor at dette sannsynligvis gjøres i autorisasjons-/tilgangsstyringsdelen, ikke i register-API-et, og peker til hva registeret faktisk tilbyr.
I dokumentasjonen jeg fant, ser det ikke ut til at man **knytter en organisasjon til en tilgangsgruppe i registeret**.

Det registeret beskriver er hovedsakelig:
- oppslag av organisasjoner via `GET /organizations/{orgNr}`
- oppslag av parter via `GET /parties/{partyId}`
- lookup på organisasjonsnummer/personnummer

Altså: **registeret brukes til å hente og slå opp organisasjonsinformasjon**, ikke til å administrere tilgangsgr…",
8faac891-b4eb-4e0c-9087-49916b095d1a,2026-05-24T22:11:05.294028Z,prompt-baseline,altinn-authorization-accessgroups-knytning,1,public-docs,exploratory-rerank,"simple,navigational,altinn-authorization",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,13,0,1,ea879b816498;3dc5f7a90912;f59d8a478b7d;10bc164048ad;08c657a6a448;e246b621f86c;d25d5cd69901;789d3428317a;b05d5ecc10ff;43b1e7990eef;7f9430d5a733;f08ea0880842;21bc4314309a,,a438b1775bf0,64817,65303,1840,67143,52992,10,3,"Søket fant ikke en egen side med “api-delegering” i metadata, men det peker fortsatt mot autorisasjon og tilgangsstyring. Jeg har nok evidens til å svare på et høyt nivå: organisasjoner knyttes ikke direkte til en “tilgangsgruppe” i registeret; registeret brukes til å slå opp organisasjon/parti, mens selve tilgangsstyringen skjer via autorisasjonsregler, roller, scopes og eventuelt delegering. Jeg formulerer svaret med denne presiseringen og nevner at hvis brukeren mener en spesifikk Altinn-funksjon, kan jeg lete videre.
Kort sagt: **man knytter normalt ikke en organisasjon direkte til en tilgangsgruppe i registeret**.

Det registeret brukes til, er å:
- slå opp **organisasjon** via `GET /organizations/{orgNr}`
- slå opp **parti** via `GET /parties/{partyId}` eller `GET /parties/lookup`
- …",
721ae260-47aa-4f4c-bfc4-6a626a638d9a,2026-05-24T22:11:49.196910Z,prompt-baseline,altinn-authorization-accessgroups-knytning,2,public-docs,exploratory-rerank,"simple,navigational,altinn-authorization",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,8,0,1,ea879b816498;21bc4314309a;f59d8a478b7d;3dc5f7a90912;08c657a6a448;d25d5cd69901;011959662a91;726e34c888e9,,a438b1775bf0,43900,42061,1346,43407,32256,8,3,"Kort svar: I dokumentasjonen jeg fant, knyttes ikke en organisasjon direkte til en “tilgangsgruppe” i registeret. Registeret brukes til å slå opp organisasjoner og partier, og autorisasjon styres via regler der organisasjoner kan målrettes med `urn:altinn:org`.

Det som er dokumentert er:

- **Registeret** har endepunkter for organisasjoner og partier:
  - `GET /organizations/{orgNr}`
  - `GET /parties/{partyId}`
  - `GET /parties/lookup`
- Et **parti** kan representere en organisasjon, og har felt som:
  - `PartyTypeName`
  - `OrgNumber`
  - `Organization`
  - `ChildParties`
- I **autorisasjonsregler** brukes `urn:altinn:org` for regler som er rettet mot organisasjoner.

Så hvis spørsmålet ditt er hvordan man “kobler” en organisasjon til tilgangsstyring, ser det ut til at det gjøres ved å…",
1c28767c-fba9-4e32-80fe-8f2fbe101015,2026-05-24T22:12:02.842872Z,prompt-baseline,altinn-authorization-tilgangslister,0,public-docs,exploratory-rerank,"exact-lookup,simple,altinn-authorization",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,3,1,1,14d29a52b3e3;548c3bf390b6;295f615f2c0d,548c3bf390b6,2850f051d81a,13644,6304,361,6665,4992,3,3,"I konteksten brukes ikke begrepet **“tilgangslister”** som en egen definert term, så det nærmeste og relevante begrepet er **Authorized Parties API** og oversikten over **roller/tilgangspakker** og **tjeneste-/instansrettigheter** som en autentisert bruker har for hver part [1].

Det brukes til å gi en liste over **alle parter den autentiserte brukeren kan representere**, sammen med **alle roller/tilgangspakker og tjeneste-/instansrettigheter** brukeren har for hver part [1]. Dialogporten bruker denne informasjonen til å hente bare de dialogene som refererer til tjenesteressurser brukeren har **en eller annen form for tilgang til**, uten å vurdere hvilke konkrete handlinger som kan utføres i listevisningen [1].

Hvis du mener **tilgangslister** i betydningen en liste over hvem som har tilg…",
e7713bae-6a7d-4488-9983-c7ac2d0517c1,2026-05-24T22:12:20.003063Z,prompt-baseline,altinn-authorization-tilgangslister,1,public-docs,exploratory-rerank,"exact-lookup,simple,altinn-authorization",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,12,6,1,967533a33a91;1d7f64d4f712;1e90b3edb5c2;808e5f6f8202;87123c544501;7c5e87028e37;fd319f00848d;e2ce9f20cf57;e71360b09497;caedf2e91b05;bf5490771d74;7ebc5ee63443,967533a33a91;1d7f64d4f712;1e90b3edb5c2;fd319f00848d;e2ce9f20cf57;caedf2e91b05,2850f051d81a,17159,7530,469,7999,4992,3,3,"Tilgangslister i Altinn Authorization er en del av **Resource Rights Registry (RRR)** og brukes til å styre hvilke **organisasjoner** som har tilgang til bestemte ressurser/tjenester i Altinn 3. [2][5]

De fungerer som en erstatning for det som i Altinn 2 ble håndtert av **Service Rights Registry (SRR)**. [2][5]

Kort sagt: du oppretter en tilgangsliste, legger til organisasjoner som medlemmer, og knytter listen til en ressurs for å begrense tilgang til de organisasjonene som står på listen. [1][4]

Det finnes også en liten terminologisk nyanse i kildene: noen steder omtales dette som **Access Lists** i **Resource Registry / Resource Rights Registry**, mens spørsmålet ditt bruker «Altinn Authorization» mer generelt. Den nærmeste og mest presise betegnelsen i kildene er derfor **Access List…",
9c484132-5e79-4aa7-9b9a-ea795fa2f4d4,2026-05-24T22:12:35.540357Z,prompt-baseline,altinn-authorization-tilgangslister,2,public-docs,exploratory-rerank,"exact-lookup,simple,altinn-authorization",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,6,4,1,14d29a52b3e3;548c3bf390b6;295f615f2c0d;e71360b09497;808e5f6f8202;7c5e87028e37,548c3bf390b6;295f615f2c0d;808e5f6f8202;7c5e87028e37,2850f051d81a,15537,6329,441,6770,4992,3,3,"I konteksten er det ikke definert en egen term som heter **«tilgangslister»**. Den nærmeste og relevante mekanismen som beskrives er **Authorized Parties API** og oversikten over hvilke **roller/tilgangspakker** og **tjeneste-/instansrettigheter** en autentisert bruker har for hver part [1][3].

Det brukes til å:
- gi en liste over hvilke parter brukeren kan representere [1][3]
- vise hvilke roller/tilgangspakker og rettigheter brukeren har for hver part [1][3]
- la Dialogporten filtrere ut bare de dialogene som gjelder tjenesteressurser brukeren har en eller annen form for tilgang til [1][3]

For dialogdetaljer brukes i stedet **PDP API** for finmasket autorisering av handlinger og overføringer i dialogen [2][4].

Hvis du med «tilgangslister» mener noe annet enn dette, er spørsmålet litt …",
4c14440d-9db1-4da7-822d-dd6c37c6168b,2026-05-24T22:13:21.809281Z,prompt-baseline,altinn-authorization-regler,0,public-docs,exploratory-rerank,"exact-lookup,altinn-authorization,hard",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,9,6,1,2c379a075b67;4b909d757fe8;4543ab64826c;e246b621f86c;789d3428317a;73a819db1dd9;ddfbe673e229;7f9430d5a733;f08ea0880842,2c379a075b67;4543ab64826c;e246b621f86c;789d3428317a;ddfbe673e229;7f9430d5a733,86a29a595367,46267,7343,456,7799,4992,3,3,"Tilgangsregler i Altinn Authorization er **autorisasjonsregler** som beskriver **hvem** som har rett til å utføre **hvilke handlinger** på en gitt **ressurs**. En regel består av elementer som **subject**, **action**, **condition** og **obligation**. [4][5][6]

- **Subject** angir hvem regelen gjelder for, for eksempel `RoleType` eller `org` (og ved delegering også `userid`, `partyid`, `keyroleforpartyid`). [1][6]
- **Action** angir hva som kan gjøres, for eksempel `Read`, `Write`, `Sign`, `Confirm` og `Delete`. [1][6]
- **Condition** er ekstra vilkår som må være oppfylt, for eksempel `Valid To`. [1][6]
- **Obligation** brukes til krav som må følges, for eksempel minimum autentiseringsnivå. [1][3][6]

I Altinn Studio/App er disse reglene definert i en **XACML policy file** (`policy.xml`) s…",
524926ac-4688-4d61-a80f-30f544460a52,2026-05-24T22:13:38.075484Z,prompt-baseline,altinn-authorization-regler,1,public-docs,exploratory-rerank,"exact-lookup,altinn-authorization,hard",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,8,6,1,e71360b09497;808e5f6f8202;7c5e87028e37;a45c27db5c8e;0b72efa29c30;a17ce69bcbf1;ddfbe673e229;4543ab64826c,e71360b09497;808e5f6f8202;7c5e87028e37;0b72efa29c30;ddfbe673e229;4543ab64826c,86a29a595367,16265,7532,558,8090,4992,3,3,"I kildene ser **“tilgangsregler”** ut til å være det samme som **authorization policy / authorization rules** i Altinn Authorization, altså reglene som bestemmer hvem som får tilgang til hva. Altinns autorisasjon er basert på **ABAC (Attribute-Based Access Control)** og bruker **XACML** som policy-språk for slike regler [4].  

Mer konkret beskrives dette som at applikasjonsutvikleren kan definere autorisasjonsregler i en **XACML policy file** (`policy.xml`) i app-repositoriet [5][6].  

Hvis du mener **Dialogporten** spesielt, brukes Altinn Authorization til alle autorisasjonsbeslutninger der, med **Authorized Parties API** for listevisninger og **PDP API** for detaljer og finmasket kontroll av actions/transmissions [1][2][3].",
fa3d636e-863b-45ec-9121-5463d9a5fc63,2026-05-24T22:13:54.554546Z,prompt-baseline,altinn-authorization-regler,2,public-docs,exploratory-rerank,"exact-lookup,altinn-authorization,hard",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,6,2,1,0b72efa29c30;e91fd8c828ab;cfc9233eef06;01625e64a3ff;824153a6cb8c;d91556a2e875,0b72efa29c30;cfc9233eef06,86a29a595367,16479,7467,433,7900,4992,3,3,"I Altinn Authorization er **tilgangsregler** det samme som **rules** i en **policy**: en regel definerer hvem som har rett til å utføre noe, for eksempel å lese en melding eller signere. En policy er en samling av én eller flere slike regler, og hver tjeneste eller ressurs i Altinn har en policy med minst én regel. [2]

Altinn bruker **XACML-formatet** til å beskrive policyer, og autorisasjonen er basert på **ABAC** og **XACML 3.0**. [1][2]

Hvis du mener noe mer spesifikt med «tilgangsregler» i Altinn, kan det også sikte til **authorization rules** for tjenester/ressurser eller for **API endpoints**. [1]",
66f0951d-f371-44df-b685-2e9fa6893f08,2026-05-24T22:14:07.298391Z,prompt-baseline,altinn-broker-rest-usage,0,public-docs,exploratory-rerank,"simple,navigational,altinn-broker",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,1,1,1,702ec5c8ecd5,702ec5c8ecd5,0f3807200a65,12743,5981,364,6345,4992,3,3,"Altinn Broker har en **OpenAPI (swagger) for Formidling** som du kan bruke som REST-API-grunnlag. Dokumentasjonen peker direkte til **“OpenAPI (swagger) for Formidling”** under formidlingstjenesten [1].

Hvis du mener **hvordan** du faktisk bruker REST-API-et, så er det eneste som fremgår av kilden at du skal gå til API-spesifikasjonen her: **/nb/api/broker/spec/** [1]. Kilden sier ikke mer om konkrete endepunkter, autentisering eller kallseksempler, så det er litt uklart hva du ønsker uten mer kontekst [1].

Hvis du vil, kan jeg hjelpe deg videre med å:
- finne spesifikasjonen,
- tolke et bestemt endepunkt,
- eller lage et eksempel på REST-kall hvis du deler mer dokumentasjon.",
c0197e07-d129-4d4d-8c67-2a4904d3846f,2026-05-24T22:14:22.340568Z,prompt-baseline,altinn-broker-rest-usage,1,public-docs,exploratory-rerank,"simple,navigational,altinn-broker",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,3,3,1,989cc83e5afc;702ec5c8ecd5;753bfeab7314,989cc83e5afc;702ec5c8ecd5;753bfeab7314,0f3807200a65,15041,5979,426,6405,4992,3,3,"For å bruke **Altinn Broker med REST-API**, er den relevante kilden **Formidlingstjenesten**: den er beskrevet som **“API for Altinn 3 formidlingstjeneste”** og peker videre til **OpenAPI (swagger) for Formidling** som referansedokumentasjon [2].

Det betyr at du normalt bruker REST-API-et via den dokumenterte API-spesifikasjonen for formidlingstjenesten, ikke via den generelle produktbeskrivelsen [2]. Den overordnede tjenesten heter **Altinn 3 Formidling** / **Altinn 3 Broker** og er laget for styrt filoverføring med støtte for store filer, statusmonitorering og tjenestekvalitet [1][3].

Hvis du vil komme i gang, er de mest relevante inngangene i dokumentasjonen:
- **Getting Started with Altinn Broker** / **Hvordan komme i gang** [1][3]
- **Reference documentation** / **Referansedokumenta…",
21f6f6ac-4e5b-40fd-9d93-ff1ba2fcd53b,2026-05-24T22:16:27.508693Z,prompt-baseline,altinn-broker-rest-usage,2,public-docs,exploratory-rerank,"simple,navigational,altinn-broker",complete,0,false,chunks+answer,false,0.0,0.0,0.0,0.0,9,7,1,989cc83e5afc;ef73ed289c2a;702ec5c8ecd5;9269cd53c390;753bfeab7314;a83186a0b089;5ebfb5d57656;32c1542213b5;be9e02a668a7,ef73ed289c2a;702ec5c8ecd5;9269cd53c390;a83186a0b089;5ebfb5d57656;32c1542213b5;be9e02a668a7,0f3807200a65,125167,48364,1396,49760,32000,10,3,,
5bdae84e-da72-4ddb-a265-da16b7dcdcaf,2026-05-24T22:16:47.591996Z,prompt-baseline,altinn-events-architecture,0,public-docs,exploratory-rerank,"exact-lookup,simple,altinn-events",complete,0,false,chunks+answer,true,0.0,1.0,1.0,1.0,11,10,1,0aa1011098c0;62e589466018;d432b7fcca5b;2db072be14eb;56ad5c15e3a8;d09b57d63bf0;c2d8a3944413;7d33c4c5baf1;e0a1f799e73a;3018b3b4b1cd;eed195a6b31a,0aa1011098c0;62e589466018;d432b7fcca5b;2db072be14eb;56ad5c15e3a8;d09b57d63bf0;c2d8a3944413;7d33c4c5baf1;e0a1f799e73a;3018b3b4b1cd,7d33c4c5baf1,20081,7352,476,7828,4992,3,3,"Altinn Events er arkitektonisk bygget opp som en **hendelsesorientert løsning basert på Pub/Sub-modellen**. Den er laget for å **løst koble sammen ulike systemer** uten å være avhengig av kontinuerlig polling eller databasereplikering [5][7].  

Mer konkret består arkitekturen av flere deler:

- **API-kontrollere** for publisering, henting og administrasjon av hendelser og abonnementer:  
  - `AppController` for app-hendelser  
  - `EventsController` for generiske hendelser  
  - `SubscriptionController` for å opprette, hente, validere og slette hendelsesabonnementer [8]

- **Persistent lagring i PostgreSQL-database**, der hendelsesdata lagres vedvarende. Databasen har blant annet tabellene `events` og `subscription` [6].

- **Azure Storage-køer** som brukes for videre prosessering av data…",
159485d9-34f2-46af-8d27-282cf72cac78,2026-05-24T22:17:10.541032Z,prompt-baseline,altinn-events-architecture,1,public-docs,exploratory-rerank,"exact-lookup,simple,altinn-events",complete,0,false,chunks+answer,true,0.0,0.0,0.0,0.0,12,6,1,0aa1011098c0;d432b7fcca5b;a61921e48409;3b7b2ea25d9c;2db072be14eb;56ad5c15e3a8;45cc2b5871ff;5bacbc8f6cce;c31c5a61a1e6;c2d8a3944413;baf91868a9cf;e0a1f799e73a,a61921e48409;3b7b2ea25d9c;2db072be14eb;45cc2b5871ff;5bacbc8f6cce;c31c5a61a1e6,7d33c4c5baf1,22948,7350,480,7830,4992,3,3,"Altinn Events er arkitektonisk bygget opp som en **ASP.NET MVC-applikasjon** som eksponerer et **REST API** til Altinn Apps og andre Altinn-tjenester, og den er distribuert som en **Docker-container** i en **Kubernetes-klynge** sammen med et sett funksjoner i en **Azure Function App**. [2]

Mer konkret består løsningen av disse hoveddelene:  
- **Altinn Authorization** for å autorisere tilgang til endepunkter [4][6]  
- **Altinn Register** for oppslag på alternativt subjekt [4][6]  
- **Azure Kubernetes Services (AKS)** som vert for Docker-containerne for mikrotjenester og cron-jobber [4][6]  
- **PostgreSQL** for lagring / vedvarende lagring av hendelser [4][6]  
- **Azure Functions** for å prosessere og videresende innkommende cloud events til abonnent-webhooks [4][6]  
- **Azure Queue S…",
